_Kode,_Judul,_Tahun,_Seniman,_Ukuran,_Media,_Pameran,_Lokasi,_Deskripsi,@images,_PDF,_Link,@QR-Images
LK/173/WLG/07/BBY/TM,Hijau di Atas Pemusnah,2007,I Wayan Legianta,110 x 200 cm,akrilik-kanvas,TANDA MATA VI,D07-2,,/TM-Low/LK173WLG07BBYTM.jpeg,LK_173_WLG_07_BBY_TM.pdf,https://drive.google.com/file/d/12jLOCifDJ-dCe9EGOtTEt6_HSRrvUG6F/view?usp=drivesdk,
LK/174/MWV/06/BBY/TM,Mencari Bumi,2006,Made Wayan Valasara,90 x 90 cm,akrilik-kanvas,TANDA MATA VI,D08-1,,/TM-Low/LK174MWV06BBYTM.jpeg,LK_174_MWV_06_BBY_TM.pdf,https://drive.google.com/file/d/15y_EtgEYnnUZEBbell8KMaXzBubNZBC1/view?usp=drivesdk,
LK/175/USG/06/BBY/TM,Lelah Bermain,2006,Ugy Sugiarto,88 x 68 cm,cat minyak-kanvas,TANDA MATA VI,C14-2,,/TM-Low/LK175USG06BBYTM.jpeg,LK_175_USG_06_BBY_TM.pdf,https://drive.google.com/file/d/1B483Nw4qHUfMdOiCbYjAHkGchl7LtrHu/view?usp=drivesdk,
LK/176/IYL/07/BBY/TM,Silhoute Playing,2007,Ivan Yulianto,120 x 90 cm,digital print/mixed media,TANDA MATA VI,D08-1,,/TM-Low/LK176IYL07BBYTM.jpeg,LK_176_IYL_07_BBY_TM.pdf,https://drive.google.com/file/d/13x_BLDVuV9W2G0R6I8VcCz0RwCPi8w0C/view?usp=drivesdk,
LK/177/AHK/07/BBY/TM,Kling Kling Brok,2007,Agus Handoko,50 x 70 cm,"bolpoin, cat air-kertas",TANDA MATA VI,C16-2,,/TM-Low/LK177AHK07BBYTM.jpeg,LK_177_AHK_07_BBY_TM.pdf,https://drive.google.com/file/d/1hHLumOKpFv8zXCBs2qgmOqk979MsCKA_/view?usp=drivesdk,
LK/178/SRI/04/BBY/TM,Power of Money,2004,Sriyadi,110 x 90 cm,akrili-kanvas,TANDA MATA VII,C16-1,,/TM-Low/LK178SRI04BBYTM.jpeg,LK_178_SRI_04_BBY_TM.pdf,https://drive.google.com/file/d/1NA9u4jRnUH6JRdSa9R6JD-aAkQuJdWVI/view?usp=drivesdk,
LK/179/SRA/05/BBY/TM,Komoditi Ekspor,2005,Sigit Raharjo,110 x 75 cm,akrilik-kanvas,TANDA MATA VII,C14-1,,/TM-Low/LK179SRA05BBYTM.jpeg,LK_179_SRA_05_BBY_TM.pdf,https://drive.google.com/file/d/1HPzhT6WOYqVjTrVHedA2MigxAL5Nsy5W/view?usp=drivesdk,
LK/180/KNW/07/BBY/TM,Michkel Jackson,2007,Kukuh Nuswantoro,150 x 100 cm,akrilik-kanvas,TANDA MATA VII,D08-1,,/TM-Low/LK180KNW07BBYTM.jpeg,LK_180_KNW_07_BBY_TM.pdf,https://drive.google.com/file/d/1nxfMNL9GyXx1aw6YtOmwEx1uX6E5Cqis/view?usp=drivesdk,
LK/181/MIM/08/BBY/TM,Monster,2008,Mohammad Iqbal Maulana,55 x 40 cm,spidol di atas kertas,TANDA MATA VII,C17-1,,/TM-Low/LK181MIM08BBYTM.jpeg,LK_181_MIM_08_BBY_TM.pdf,https://drive.google.com/file/d/1pY2XvhDZRgOB4tohwP93ABcciH2ENtlY/view?usp=drivesdk,
LK/182/NNH/08/BBY/TM,Bidadari-Bidadari,2008,Nabila Nisa Hafidzh (Nisa),55 x 40 cm,spidol di atas kertas,TANDA MATA VII,C17-1,,/TM-Low/LK182NNH08BBYTM.jpeg,LK_182_NNH_08_BBY_TM.pdf,https://drive.google.com/file/d/1tE_57e9e0NEVBOiyntjI3_xUgPc_AJ8E/view?usp=drivesdk,
LK/183/MFZ/08/BBY/TM,Black Image,2008,Muhammad Faizal (Iconk),100 x 80 cm,akrilik+karet di kansal/kanvas,TANDA MATA VII,D05-1,,/TM-Low/LK183MFZ08BBYTM.jpeg,LK_183_MFZ_08_BBY_TM.pdf,https://drive.google.com/file/d/1mx7TuOmKRs6pf_RfkBQvYPo2jyTReGRu/view?usp=drivesdk,
LK/184/BAK/08/BBY/TM,Sweet Seventeen,2008,Budi Agung Kuswara Gede,120 x 160 cm,akrilik-kanvas,TANDA MATA VII,D08-2,,/TM-Low/LK184BAK08BBYTM.jpeg,LK_184_BAK_08_BBY_TM.pdf,https://drive.google.com/file/d/1xadg7g1IPmMwh9Mf8ht0wTrokhM8_3e3/view?usp=drivesdk,
LK/185/WKA/08/BBY/TM,Monumen Kemenangan II,2008,Wayan Kun Adnyana,160 x 140 cm,mixmedia & acrylic-kanvas,TANDA MATA VII,D09-2,,/TM-Low/LK185WKA08BBYTM.jpeg,LK_185_WKA_08_BBY_TM.pdf,https://drive.google.com/file/d/1y176DBSR5GOQPt9JtlKiunympNE053rH/view?usp=drivesdk,
LK/186/BYF/09/BBY/TM,Jalan ke Surga,2009,Budiyonaf,170 x 130 cm,oil on canvas,TANDA MATA VII,D09-1,,/TM-Low/LK186BYF09BBYTM.jpeg,LK_186_BYF_09_BBY_TM.pdf,https://drive.google.com/file/d/1l3dYUycp5inT366E_JVVjZQqosyZIV3H/view?usp=drivesdk,
LK/187/CBS/09/BBY/TM,Nice Work My Boy,2009,Cahyo Basuki (Yopi),40 x 30 cm,akrilik-kanvas,TANDA MATA VII,C07-1,,/TM-Low/LK187CBS09BBYTM.jpeg,LK_187_CBS_09_BBY_TM.pdf,https://drive.google.com/file/d/1qi4R-Jml5Ohwg97DDBnP9WvKPnZpyw3g/view?usp=drivesdk,
LK/188/AKR/08/BBY/TM,Cantikku Biasa-Biasa Saja,2008,Ardian Kresna,90 x 75 cm,akrilik-kanvas,TANDA MATA VII,D01-2,,/TM-Low/LK188AKR08BBYTM.jpeg,LK_188_AKR_08_BBY_TM.pdf,https://drive.google.com/file/d/1E6p7POBjyV3f2czAi7DGwHKje5pOF5PV/view?usp=drivesdk,
LK/189/GSS/09/BBY/TM,Ibu & Anak Manis,2009,Guntur Songgolangit Suryo W.,140 x 90 cm,cat minyak-kanvas,TANDA MATA VII,D08-1,,/TM-Low/LK189GSS09BBYTM.jpeg,LK_189_GSS_09_BBY_TM.pdf,https://drive.google.com/file/d/1qenDhn7BNoRfJhzXkXgTVYUt635zZTEC/view?usp=drivesdk,
LK/190/SGN/09/BBY/TM,Tinggal Satu Lho,2009,Sugiyono,90 x 140 cm,akrilik-kanvas,TANDA MATA VII,D09-1,,/TM-Low/LK190SGN09BBYTM.jpeg,LK_190_SGN_09_BBY_TM.pdf,https://drive.google.com/file/d/1HoYQzjTrvSSExnKBOt3fdfQtEezrEJ2-/view?usp=drivesdk,
LK/191/PUR/08/BBY/TM,Musim Kemarau,2008,Purwanto,150 x 120 cm,cat minyak-kanvas,TANDA MATA VII,D10-1,,/TM-Low/LK191PUR08BBYTM.jpeg,LK_191_PUR_08_BBY_TM.pdf,https://drive.google.com/file/d/1nx1ewtMRlrmLZq4ZHtfcNiXruB5n6wPA/view?usp=drivesdk,
LK/192/HRP/09/BBY/TM,Gerak Tubuh #3,2009,Heri Prakoso (Heripe),140 x 200 cm,akrilik-kanvas,TANDA MATA VII,D10-1,,/TM-Low/LK192HRP09BBYTM.jpeg,LK_192_HRP_09_BBY_TM.pdf,https://drive.google.com/file/d/13BMreZrDRjvs8s3pKDrfUFADMvdpf5r8/view?usp=drivesdk,
LK/193/RBS/09/BBY/TM,Kandas,2009,RB Setiawanta,150 x 110 cm,cat minyak-kanvas,TANDA MATA VII,D06-2,,/TM-Low/LK193RBS09BBYTM.jpeg,LK_193_RBS_09_BBY_TM.pdf,https://drive.google.com/file/d/1Z_zcQcGN5dc6n4Mh4vtafdm-ipsqooq5/view?usp=drivesdk,
LK/194/ACA/09/BBY/TM,Materialism,2009,Andi Cakra Abbas,150 x 150 cm,akrilik-kanvas,TANDA MATA VII,D10-2,,/TM-Low/LK194ACA09BBYTM.jpeg,LK_194_ACA_09_BBY_TM.pdf,https://drive.google.com/file/d/1g8uPFcedYUdvCltusUD3RtWih7rg5Mxu/view?usp=drivesdk,
LK/195/STN/09/BBY/TM,Apatisme Kekuasaan,2009,Setiawan Nugroho,150 x 200 cm,akrilik-kanvas,TANDA MATA VII,D11-1,,/TM-Low/LK195STN09BBYTM.jpeg,LK_195_STN_09_BBY_TM.pdf,https://drive.google.com/file/d/1-oY2K0qZ3iv6BMdC1ByCMVroKo_72Rh1/view?usp=drivesdk,
LK/196/DNP/08/BBY/TM,Beautiful,2008,Dyayi Nuswantari Pranahita,40 x 30 cm,cat minyak-kanvas,TANDA MATA VII,D11-2,,/TM-Low/LK196DNP08BBYTM.jpeg,LK_196_DNP_08_BBY_TM.pdf,https://drive.google.com/file/d/1LaocCunKIDIA7DA0nP4SAfxheoXAAcWc/view?usp=drivesdk,
LK/197/MFR/09/BBY/TM,Tebing Karang,2009,Muhammad Fuad Riyadi,145 x 85 cm,akrilik-kanvas,TANDA MATA VII,D13-2,,/TM-Low/LK197MFR09BBYTM.jpeg,LK_197_MFR_09_BBY_TM.pdf,https://drive.google.com/file/d/16ebyU866DlzZOj8kuwZgiYRF54e_H7my/view?usp=drivesdk,
LK/198/APS/09/BBY/TM,Local Warming,2009,Agus Putu Suyadna,150 x 150 cm,mixed media,TANDA MATA VII,D12-1,,/TM-Low/LK198APS09BBYTM.jpeg,LK_198_APS_09_BBY_TM.pdf,https://drive.google.com/file/d/1iU9MjHbLe5yc6Yidi-MYDbOBXZDk3Q00/view?usp=drivesdk,
LK/199/KSP/09/BBY/TM,Don't Be Afraid I Come to Starry Night in 2009,2009,Ida Bagus Komang Sindu Putra,180 x 180 cm,charcoal & akrilik-kanvas,TANDA MATA VII,D07-1,,/TM-Low/LK199KSP09BBYTM.jpeg,LK_199_KSP_09_BBY_TM.pdf,https://drive.google.com/file/d/1mU3_z8Wam9SbhUHuHQ0KAGKX7cEH5SXe/view?usp=drivesdk,
LK/200/PAJ/09/BBY/TM,Dalam Kondisi,2009,I Putu Aan Juniartha,150 x 150 cm,akrilik-kanvas,TANDA MATA VII,D11-2,,/TM-Low/LK200PAJ09BBYTM.jpeg,LK_200_PAJ_09_BBY_TM.pdf,https://drive.google.com/file/d/1jenDLe9rqoiohRGCtFRZ3wpD6CoqrypB/view?usp=drivesdk,
LK/201/KWP/08/BBY/TM,The Winner,2008,Kik Wahyu Peshang,180 x 140 cm,Akrilik di atas kanvas,TANDA MATA VIII,D04-1,,/TM-Low/LK201KWP08BBYTM.jpeg,LK_201_KWP_08_BBY_TM.pdf,https://drive.google.com/file/d/1xFrd-ZAd1Mp6-zwLK51Di95xBsx7Gezw/view?usp=drivesdk,
LK/202/MNS/10/BBY/TM,Sleeping Buddha,2010,Made Ngurah Sadnyana,100 x 150 cm,Akrilik di atas kanvas,TANDA MATA VIII,D09-1,,/TM-Low/LK202MNS10BBYTM.jpeg,LK_202_MNS_10_BBY_TM.pdf,https://drive.google.com/file/d/1ZBesYHREigkv_pDKtjKGt2YlYGMmNyNH/view?usp=drivesdk,
LK/203/NTM/10/BBY/TM,Berebut Posisi,2010,Ngurah Tri Marutama,150 x 150 cm,Akrilik di atas kanvas,TANDA MATA VIII,D14-1,,/TM-Low/LK203NTM10BBYTM.jpeg,LK_203_NTM_10_BBY_TM.pdf,https://drive.google.com/file/d/10-5qZNxY9c0hZfggHVqYLGEhe2luVlbz/view?usp=drivesdk,
LK/204/WGB/10/BBY/TM,Isyarat Tanpa Syarat,2010,I Wayang Gede Budayana,200 x 150 cm,Cat minyak di atas kanvas,TANDA MATA VIII,E14-1,,/TM-Low/LK204WGB10BBYTM.jpeg,LK_204_WGB_10_BBY_TM.pdf,https://drive.google.com/file/d/1e6mkGVt1vqkakWW7KNsYK92OhbYlUbs1/view?usp=drivesdk,
LK/205/TGW/05/BBY/TM,Melangkah Menuju Cahaya,2005,Teguh Wiyatno,76 x 56 cm,cat air di atas kertas,TANDA MATA VIII,C17-1,,/TM-Low/LK205TGW05BBYTM.jpeg,LK_205_TGW_05_BBY_TM.pdf,https://drive.google.com/file/d/1TIJ97XOhCQwA2b7gMNVOMW3ntKx690k3/view?usp=drivesdk,
LK/206/AMA/08/BBY/TM,Terluka,2008,Kadek Agus Mediana Adiputra,125 x 180 cm,akrilik-kanvas,TANDA MATA VIII,D12-1,,/TM-Low/LK206AMA08BBYTM.jpeg,LK_206_AMA_08_BBY_TM.pdf,https://drive.google.com/file/d/1veHMr6ItcQHBdUpPH4XWkE5NdZvZu76y/view?usp=drivesdk,
LK/207/WUP/10/BBY/TM,Mencair ke Angkasa,2010,I Wayan Upadana,D150 cm,"akrilik,cat mobil, polyester, resin-kanvas",TANDA MATA VIII,E07-2,,/TM-Low/LK207WUP10BBYTM.jpeg,LK_207_WUP_10_BBY_TM.pdf,https://drive.google.com/file/d/13m9sKCz1coc0R-kwfVByytFqf7FYPHXu/view?usp=drivesdk,
LK/208/REF/10/BBY/TM,Juni,2010,Ronal Efendi,150 x 150 cm,Akrilik di atas kanvas,TANDA MATA VIII,D14-2,,/TM-Low/LK208REF10BBYTM.jpeg,LK_208_REF_10_BBY_TM.pdf,https://drive.google.com/file/d/1r6gkOCe_AON5lpvYWolfuZ4FpKauN0a5/view?usp=drivesdk,
LK/209/PEA/10/BBY/TM,Human Error,2010,Putu Edy Asmara,90 x 70 cm,"pensil, tinta di atas kertas",TANDA MATA VIII,C13-2,,/TM-Low/LK209PEA10BBYTM.jpeg,LK_209_PEA_10_BBY_TM.pdf,https://drive.google.com/file/d/1E5JCPDqvHII1QBB_72nHGQ7dO5DHlPOI/view?usp=drivesdk,
LK/210/RSR/10/BBY/TM,Wajah Wanita-Wanita,2010,Rio Saren,40 x 20 cm,Mixed-media,TANDA MATA VIII,C04-1,,/TM-Low/LK210RSR10BBYTM.jpeg,LK_210_RSR_10_BBY_TM.pdf,https://drive.google.com/file/d/1T9Uo_iMq_ctoS5kFqCTAyTqE4lpYyorY/view?usp=drivesdk,
LK/211/ATK/09/BBY/TM,Kiss Me,2009,Antonius Kho,60 x 50 cm,"Mixed-media kanvas, akrilik",TANDA MATA VIII,D10-1,,/TM-Low/LK211ATK09BBYTM.jpeg,LK_211_ATK_09_BBY_TM.pdf,https://drive.google.com/file/d/15Bepfb7qdphj9dXv7TA_joktH2Z82hAw/view?usp=drivesdk,
LK/212/MSP/10/BBY/TM,Temple for Heaven,2010,I Made Supena,38 x 32 cm,Akrilik di atas kertas,TANDA MATA VIII,D08-1,,/TM-Low/LK212MSP10BBYTM.jpeg,LK_212_MSP_10_BBY_TM.pdf,https://drive.google.com/file/d/1-RH8IX9A-9y3uI5gi1s0eeMJCg_jxCpC/view?usp=drivesdk,
LK/213/UAL/09/BBY/TM,Keep Fight for Jogja,2009,Uce Alamsyah Lubis (Otje Lamno),185 x 90 cm,Akrilik di atas kanvas,TANDA MATA VIII,D04-2,,/TM-Low/LK213UAL09BBYTM.jpeg,LK_213_UAL_09_BBY_TM.pdf,https://drive.google.com/file/d/1D_Tjipz4Bv_ht4nphKemUCIFFauMBQhQ/view?usp=drivesdk,
LK/214/MAP/10/BBY/TM,Drunk,2010,I Made Arya Palguna,140 x 90 cm,"pastel minyak, akrilik di kanvas",TANDA MATA IX,C09-1,,/TM-Low/LK214MAP10BBYTM.jpeg,LK_214_MAP_10_BBY_TM.pdf,https://drive.google.com/file/d/1qF5nWD7s_tKiK-rRlp0neJwQLAiqudRM/view?usp=drivesdk,
LK/215/KNE/11/BBY/TM,Ekspresi Cinta,2011,Kelompok Nine,30 x 120 cm,acrylic on board,TANDA MATA IX,D15-1,,/TM-Low/LK215KNE11BBYTM.jpeg,LK_215_KNE_11_BBY_TM.pdf,https://drive.google.com/file/d/16Rx67LPKZEaDJG2shGD3yIaF9iRxcOk3/view?usp=drivesdk,
LK/216/DWY/10/BBY/TM,Berharap Bintang Jatuh,2010,Didik Widiyanto,145 x 120 cm,mixmedia on canvas,TANDA MATA IX,D13-2,,/TM-Low/LK216DWY10BBYTM.jpeg,LK_216_DWY_10_BBY_TM.pdf,https://drive.google.com/file/d/1UT6d7aUf4T40GxESX7D_CQYVP4E69-2q/view?usp=drivesdk,
LK/217/BPA/09/BBY/TM,Tidak Ada Seni,2009,IB Punia Atmaja,120 x 150 cm,mixed media,TANDA MATA IX,C15-2,,/TM-Low/LK217BPA09BBYTM.jpeg,LK_217_BPA_09_BBY_TM.pdf,https://drive.google.com/file/d/1piMOdfktS3V8OdsgZFHJ_jdu0BSP4eQs/view?usp=drivesdk,
LK/218/FXN/10/BBY/TM,Pendatang,2010,F.X. Nanang,40 x 50 cm,Akrilik di atas kanvas,TANDA MATA IX,D08-1,,/TM-Low/LK218FXN10BBYTM.jpeg,LK_218_FXN_10_BBY_TM.pdf,https://drive.google.com/file/d/1RBNg8pDR7lnrBjYtD9TwWbX6OwEZGftr/view?usp=drivesdk,
LK/219/MKT/11/BBY/TM,Izanagi Izanami Dewa,2011,Mami Kato,120 x 90 cm,Akrilik di atas kanvas,TANDA MATA IX,D11-2,,/TM-Low/LK219MKT11BBYTM.jpeg,LK_219_MKT_11_BBY_TM.pdf,https://drive.google.com/file/d/1cw2-0amgJtEDkFVngbbs7bKDbZ9fGHfI/view?usp=drivesdk,
LK/220/RKS/11/BBY/TM,Unekuru Mizu,2011,Rie Kasahara,130 x 130 cm,canvas colour mix media,TANDA MATA IX,D09-2,,/TM-Low/LK220RKS11BBYTM.jpeg,LK_220_RKS_11_BBY_TM.pdf,https://drive.google.com/file/d/1VAjUJLCuR8i2vTXD8b4kDsqyxA-WQJEO/view?usp=drivesdk,
LK/221/KMO/11/BBY/TM,Potret,2011,"Kelompok MEMO (Riduan, Roby Fathoni, Agus TBR, Herman Lexsetiawan, Slamet Soneo Santoso, Anton L)",125 x 100 cm,mixed media,TANDA MATA IX,D07-2,,/TM-Low/LK221KMO11BBYTM.jpeg,LK_221_KMO_11_BBY_TM.pdf,https://drive.google.com/file/d/1aC1kOgJwDZ9WsdC7xO2J7hGDi1U5bTcN/view?usp=drivesdk,
LK/222/SBS/08/BBY/TM,Remembered The Childhood,2008,Suitbertus Sarwoko,140 x 140 cm,Cat minyak di atas kanvas,TANDA MATA IX,D14-1,,/TM-Low/LK222SBS08BBYTM.jpeg,LK_222_SBS_08_BBY_TM.pdf,https://drive.google.com/file/d/1uS6OlhcybEcmDpI13Sv4Hj06HBxyU1XP/view?usp=drivesdk,
LK/223/RMS/11/BBY/TM,Jangan Takut Bermimpi,2011,Romy Setiawan,120 x 80 cm,pensil pada kanvas & jendela kayu jati,TANDA MATA IX,D04-2,,/TM-Low/LK223RMS11BBYTM.jpeg,LK_223_RMS_11_BBY_TM.pdf,https://drive.google.com/file/d/1I5R9L2wHPWsQ5c7sf8aKvCtw4DYfCGvr/view?usp=drivesdk,
LK/224/MSY/11/BBY/TM,Merenung,2011,Mulato Suprayogi,100 x 90 cm,cat air di atas kardus,TANDA MATA IX,D04-2,,/TM-Low/LK224MSY11BBYTM.jpeg,LK_224_MSY_11_BBY_TM.pdf,https://drive.google.com/file/d/1diUJq2mHs8ST2Ap2SYx1A9zBTEQBKe0b/view?usp=drivesdk,
LK/225/NAH/11/BBY/TM,Where Am I,2011,"Nurul ""Acil"" Hayat",127 x 178 cm,mixed media,TANDA MATA IX,D06-1,,/TM-Low/LK225NAH11BBYTM.jpeg,LK_225_NAH_11_BBY_TM.pdf,https://drive.google.com/file/d/1T-Yh3qQ4E-r-DWJwKVX0eqV1zsh9uP6q/view?usp=drivesdk,
LK/226/BER/19/BBJ/TM,Seduh Kopi Aceh,2019,Beng Rahardian,35 x 26 cm,,,E02-1,,/TM-Low/LK226BER19BBJTM.jpeg,LK_226_BER_19_BBJ_TM.pdf,https://drive.google.com/file/d/1OqWyRDPMhsRAOhr-hUV5kfPOt423An7l/view?usp=drivesdk,
LK/227/AFH/09/BBY/TM,Lubang,2009,Alfairus Hazbi (Boi),200 x 300 cm,mixed media,TANDA MATA IX,B-SA01,,/TM-Low/LK227AFH09BBYTM.jpeg,LK_227_AFH_09_BBY_TM.pdf,https://drive.google.com/file/d/1XnpvSbxg1tbLdCKwtNQy4hArCGGqXl3H/view?usp=drivesdk,
LK/228/ISS/79/BBY/TM,Touring,1979,Ismed Sajo,150 x 150 cm,"charcoal, pensil di kanvas",TANDA MATA IX,E09-1,,/TM-Low/LK228ISS79BBYTM.jpeg,LK_228_ISS_79_BBY_TM.pdf,https://drive.google.com/file/d/1cf_O-tgbXE4MsS9Z3k0ycZobDG9wUNAr/view?usp=drivesdk,
LK/229/DAA/11/BBY/TM,Niagara,2011,Dadlan Alfreno,127 x 187 cm,mixed media pada kanvas,TANDA MATA IX,E09-2,,/TM-Low/LK229DAA11BBYTM.jpeg,LK_229_DAA_11_BBY_TM.pdf,https://drive.google.com/file/d/1wt-UiLdaJM_RftrFe6kT4XYsKJHZoXmJ/view?usp=drivesdk,
LK/230/ATW/11/BBY/TM,Seseorang Duduk di Kepala,2011,Anugerah Tri Wahyono,120 x 75 cm,cat minyak di atas kanvas,TANDA MATA IX,D07-2,,/TM-Low/LK230ATW11BBYTM.jpeg,LK_230_ATW_11_BBY_TM.pdf,https://drive.google.com/file/d/1w4IwntdtrIpzKAX6OVHOwUpIwPDbeM9Q/view?usp=drivesdk,
LK/231/ACK/08/BBY/TM,Micromanipulator,2008,"Aucky Hinting, dr",110 x 145 cm,media campuran di atas kanvas,TANDA MATA IX,D13-1,,/TM-Low/LK231ACK08BBYTM.jpeg,LK_231_ACK_08_BBY_TM.pdf,https://drive.google.com/file/d/1VFRixCtYFtpQZLI2rXNpSEn2evaErBGC/view?usp=drivesdk,
LK/232/SJW/11/BBY/TM,Nasib TKI,2011,Sujarwo,150 x 200 cm,cat minyak di atas kanvas,TANDA MATA IX,E01-2,,/TM-Low/LK232SJW11BBYTM.jpeg,LK_232_SJW_11_BBY_TM.pdf,https://drive.google.com/file/d/1RtZcsPoBHmq8zSI-0ZKh2WHW4reFGrDT/view?usp=drivesdk,
LK/233/KHD/11/BBY/TM,About Angel,2011,Khusna Hardiyanto,47 x 35 cm,cat air di atas kertas,TANDA MATA IX,D04-2,,/TM-Low/LK233KHD11BBYTM.jpeg,LK_233_KHD_11_BBY_TM.pdf,https://drive.google.com/file/d/1k8itcB4r35Yfkf90IOcXPgOC9GgLXjon/view?usp=drivesdk,
LK/234/DMY/11/BBY/TM,Lady with Karmapala,2011,Dedy Maryadi,52 x 40 cm,pensil di atas kertas,TANDA MATA IX,C04-2,,/TM-Low/LK234DMY11BBYTM.jpeg,LK_234_DMY_11_BBY_TM.pdf,https://drive.google.com/file/d/162AWxXwdbk_WSZztaalIeaeNucQ8u4N9/view?usp=drivesdk,
LK/235/IZE/08/BBY/TM,The Five Elements,2008,Ismet Zainal Effendi,60 x 180 cm,cat minyak di atas kanvas,TANDA MATA IX,D05-1,,/TM-Low/LK235IZE08BBYTM.jpeg,LK_235_IZE_08_BBY_TM.pdf,https://drive.google.com/file/d/1LnxzTMS5eg9npkOPbDGbZcDrNJEQ7HYu/view?usp=drivesdk,
LK/236/KGC/08/BBY/TM,Terlupakan,2008,Kamal Guci,70 x 95 cm,cat minyak di atas kanvas,TANDA MATA IX,D12-2,,/TM-Low/LK236KGC08BBYTM.jpeg,LK_236_KGC_08_BBY_TM.pdf,https://drive.google.com/file/d/1eWllH8O50Mqxwt_y1XpqPw2RCZTC-BT5/view?usp=drivesdk,
LK/237/NRT/11/BBY/TM,Tertutup rapat,2011,Nunung Rianto,120 x 100 cm,akrilik di atas kanvas,TANDA MATA IX,E09-2,,/TM-Low/LK237NRT11BBYTM.jpeg,LK_237_NRT_11_BBY_TM.pdf,https://drive.google.com/file/d/1JzyafLxvaSxL76_C2zjIqb-S-_mVWx-6/view?usp=drivesdk,
LK/238/KWR/11/BBY/TM,100% Karya Anak Negeri,2011,Karte Wardaya,150 x 120 cm,akrilik di atas kanvas,TANDA MATA IX,C14-2,,/TM-Low/LK238KWR11BBYTM.jpeg,LK_238_KWR_11_BBY_TM.pdf,https://drive.google.com/file/d/1Lc6CJR0zvJkgpgCuQmdven0WRxre-i5r/view?usp=drivesdk,
LK/239/MGN/12/BBY/TM,Batu Perahu #4,2012,Mulyo Gunarso,92 x 49 cm,drawing pen di atas kertas,TANDA MATA IX,E09-2,,/TM-Low/LK239MGN12BBYTM.jpeg,LK_239_MGN_12_BBY_TM.pdf,https://drive.google.com/file/d/11CPKutYFJ9-qFgwgt7GQS1Hdu79tiAdV/view?usp=drivesdk,
LK/240/KTP/12/BBY/TM,Cut Art Pix dan Pernafasan Dalam #2,2012,Kartiko Prawiro,51 x 39 cm,akrilik di atas kanvas,TANDA MATA IX,C04-1,,/TM-Low/LK240KTP12BBYTM.jpeg,LK_240_KTP_12_BBY_TM.pdf,https://drive.google.com/file/d/1HuCH4WFzMHiZS58Tsm37KK58IzXFBvpS/view?usp=drivesdk,
LK/241/TMR/12/BBY/TM,Save My Leaf,2012,Tumariyanto,30 x 40 cm,pensil warna di atas kertas,TANDA MATA IX,D02-2,,/TM-Low/LK241TMR12BBYTM.jpeg,LK_241_TMR_12_BBY_TM.pdf,https://drive.google.com/file/d/1ia-VXh32SOw1EFR3HnEqt9KiWIbZ7CAo/view?usp=drivesdk,
LK/242/GPH/12/BBY/TM,Babak Baru #2,2012,Giring Prihatyoso,254 x 154 cm,"blue jeans, binder metalic, cat akrilik",TANDA MATA IX,G07,,/TM-Low/LK242GPH12BBYTM.jpeg,LK_242_GPH_12_BBY_TM.pdf,https://drive.google.com/file/d/1A_JvhJNBe2zSR_jyvXghnKPvXBdp4Zte/view?usp=drivesdk,
LK/243/TWH/12/BBY/TM,Eating Meat and Garden,2012,Tri Wahyudi,145 x 200 cm,akrilik di kanvas,TANDA MATA IX,E02-1,,/TM-Low/LK243TWH12BBYTM.jpeg,LK_243_TWH_12_BBY_TM.pdf,https://drive.google.com/file/d/1nf-qKNFsbV8KIvq2kpe3_m0EFk9s6MpU/view?usp=drivesdk,
LK/244/AHO/12/BBY/TM,Aku Belum Mau Tuli,2012,Azhar Horo,70 x 140 cm,cat minyak di atas kanvas,TANDA MATA IX,C11-2,,/TM-Low/LK244AHO12BBYTM.jpeg,LK_244_AHO_12_BBY_TM.pdf,https://drive.google.com/file/d/1gJYj7JPUbDC4i2O3tLloJg9M3dOsCx9w/view?usp=drivesdk,
LK/245/DSF/12/BBY/TM,Art Isn't It,2012,Dedy Sufriadi,120 x 60 cm,glass,TANDA MATA IX,B-SB04,,/TM-Low/LK245DSF12BBYTM.jpeg,LK_245_DSF_12_BBY_TM.pdf,https://drive.google.com/file/d/1O9F0uVxFHJnESQZ7AJ6XnQPsZwUitUNh/view?usp=drivesdk,
LK/246/SNA/10/BBY/TM,Not My Way,2010,Seno Andrianto,73 x 53 cm,cat air di atas kertas,TANDA MATA IX,D06-2,,/TM-Low/LK246SNA10BBYTM.jpeg,LK_246_SNA_10_BBY_TM.pdf,https://drive.google.com/file/d/1c1G1lvyDM2pINuPF-h9HBa1VvaYxGnOM/view?usp=drivesdk,
LK/247/IQR/12/BBY/TM,Divided By You,2012,Iqi Qoror,180 x 150 cm,akrilik di kanvas,TANDA MATA IX,E02-2,,/TM-Low/LK247IQR12BBYTM.jpeg,LK_247_IQR_12_BBY_TM.pdf,https://drive.google.com/file/d/1zLsf2fKySNSIYqYRKR6lPF0QV-gqEu_L/view?usp=drivesdk,
